carriers,locs,techs,timesteps,carrier_prod
Power,CNOR,Bio_PP_ex,2019-04-02 13:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-02 14:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-02 15:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-02 16:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-02 17:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-02 18:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-02 19:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-02 20:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-02 21:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-02 22:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-02 23:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 00:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 01:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 02:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 03:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 04:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 05:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 06:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 07:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 08:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 09:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 10:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 11:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 12:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 13:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 14:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 15:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 16:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 17:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 18:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 19:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 20:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 21:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 22:00:00,0.0
Power,CNOR,Bio_PP_ex,2019-04-03 23:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 00:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 01:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 02:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 03:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 04:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 05:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 06:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 07:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 08:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 09:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 10:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 11:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 12:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 13:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 14:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 15:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 16:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 17:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 18:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 19:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 20:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 21:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 22:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-01 23:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 00:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 01:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 02:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 03:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 04:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 05:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 06:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 07:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 08:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 09:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 10:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 11:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 12:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 13:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 14:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 15:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 16:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 17:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 18:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 19:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 20:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 21:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 22:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-02 23:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 00:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 01:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 02:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 03:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 04:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 05:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 06:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 07:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 08:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 09:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 10:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 11:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 12:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 13:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 14:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 15:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 16:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 17:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 18:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 19:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 20:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 21:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 22:00:00,0.0
Power,CNOR,CCGT_PP_ex,2019-04-03 23:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-01 00:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 01:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 02:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 03:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 04:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 05:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 06:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 07:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 08:00:00,98034.7977400003
Power,CNOR,Coal_PP_ex,2019-04-01 09:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-01 10:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-01 11:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-01 12:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-01 13:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-01 14:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-01 15:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-01 16:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 17:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 18:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 19:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 20:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 21:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 22:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-01 23:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 00:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 01:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 02:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 03:00:00,147818.32903999998
Power,CNOR,Coal_PP_ex,2019-04-02 04:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 05:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 06:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 07:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 08:00:00,127437.32180000003
Power,CNOR,Coal_PP_ex,2019-04-02 09:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-02 10:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-02 11:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-02 12:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-02 13:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-02 14:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-02 15:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 16:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 17:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 18:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 19:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 20:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 21:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 22:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-02 23:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 00:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 01:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 02:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 03:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 04:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 05:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 06:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 07:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 08:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 09:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 10:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 11:00:00,0.0
Power,CNOR,Coal_PP_ex,2019-04-03 12:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 13:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 14:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 15:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 16:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 17:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 18:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 19:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 20:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 21:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 22:00:00,150000.0
Power,CNOR,Coal_PP_ex,2019-04-03 23:00:00,150000.0
Power,CNOR,Geo_PP_ex,2019-04-01 00:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 01:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 02:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 03:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 04:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 05:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 06:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 07:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 08:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 09:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 10:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 11:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 12:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 13:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 14:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 15:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 16:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 17:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 18:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 19:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 20:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 21:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 22:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-01 23:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 00:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 01:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 02:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 03:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 04:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 05:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 06:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 07:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 08:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 09:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 10:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 11:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 12:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 13:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 14:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 15:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 16:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 17:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 18:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 19:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 20:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 21:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 22:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-02 23:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 00:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 01:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 02:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 03:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 04:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 05:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 06:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 07:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 08:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 09:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 10:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 11:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 12:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 13:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 14:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 15:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 16:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 17:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 18:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 19:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 20:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 21:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 22:00:00,817000.0
Power,CNOR,Geo_PP_ex,2019-04-03 23:00:00,817000.0
Power,CNOR,Hydrodam_PP_ex,2019-04-01 00:00:00,645892.6943099999
Power,CNOR,Hydrodam_PP_ex,2019-04-01 01:00:00,681575.9918
Power,CNOR,Hydrodam_PP_ex,2019-04-01 02:00:00,706912.33934
Power,CNOR,Hydrodam_PP_ex,2019-04-01 03:00:00,728829.58663
Power,CNOR,Hydrodam_PP_ex,2019-04-01 04:00:00,748402.1447299999
Power,CNOR,Hydrodam_PP_ex,2019-04-01 05:00:00,790000.0
Power,CNOR,Hydrodam_PP_ex,2019-04-01 06:00:00,762612.2555099999
Power,CNOR,Hydrodam_PP_ex,2019-04-01 07:00:00,775964.25881
Power,CNOR,Hydrodam_PP_ex,2019-04-01 08:00:00,750741.0084599999
Power,CNOR,Hydrodam_PP_ex,2019-04-01 09:00:00,790000.0
Power,CNOR,Hydrodam_PP_ex,2019-04-01 10:00:00,790000.0
Power,CNOR,Hydrodam_PP_ex,2019-04-01 11:00:00,790000.0
Power,CNOR,Hydrodam_PP_ex,2019-04-01 12:00:00,790000.0
Power,CNOR,Hydrodam_PP_ex,2019-04-01 13:00:00,790000.0
Power,CNOR,Hydrodam_PP_ex,2019-04-01 14:00:00,790000.0
Power,CNOR,Hydrodam_PP_ex,2019-04-01 15:00:00,790000.0
Power,CNOR,Hydrodam_PP_ex,2019-04-01 16:00:00,765564.34173
Power,CNOR,Hydrodam_PP_ex,2019-04-01 17:00:00,746960.18538
Power,CNOR,Hydrodam_PP_ex,2019-04-01 18:00:00,700724.82708
Power,CNOR,Hydrodam_PP_ex,2019-04-01 19:00:00,637161.71543
Power,CNOR,Hydrodam_PP_ex,2019-04-01 20:00:00,635057.48565
Power,CNOR,Hydrodam_PP_ex,2019-04-01 21:00:00,627602.75572
Power,CNOR,Hydrodam_PP_ex,2019-04-01 22:00:00,624907.8935
Power,CNOR,Hydrodam_PP_ex,2019-04-01 23:00:00,624820.71226
Power,CNOR,Hydrodam_PP_ex,2019-04-02 00:00:00,630529.89532
Power,CNOR,Hydrodam_PP_ex,2019-04-02 01:00:00,650549.62581
Power,CNOR,Hydrodam_PP_ex,2019-04-02 02:00:00,661071.75431
Power,CNOR,Hydrodam_PP_ex,2019-04-02 03:00:00,656792.5842200001
Power,CNOR,Hydrodam_PP_ex,2019-04-02 04:00:00,655426.55256
Power,CNOR,Hydrodam_PP_ex,2019-04-02 05:00:00,654578.93707
Power,CNOR,Hydrodam_PP_ex,2019-04-02 06:00:00,648131.0984799999
Power,CNOR,Hydrodam_PP_ex,2019-04-02 07:00:00,645647.2342
Power,CNOR,Hydrodam_PP_ex,2019-04-02 08:00:00,647891.39984
Power,CNOR,Hydrodam_PP_ex,2019-04-02 09:00:00,663088.30436
Power,CNOR,Hydrodam_PP_ex,2019-04-02 10:00:00,684630.33957
Power,CNOR,Hydrodam_PP_ex,2019-04-02 11:00:00,698535.17381
Power,CNOR,Hydrodam_PP_ex,2019-04-02 12:00:00,716715.16652
Power,CNOR,Hydrodam_PP_ex,2019-04-02 13:00:00,715773.62635
Power,CNOR,Hydrodam_PP_ex,2019-04-02 14:00:00,717247.32711
Power,CNOR,Hydrodam_PP_ex,2019-04-02 15:00:00,688309.7053200001
Power,CNOR,Hydrodam_PP_ex,2019-04-02 16:00:00,689357.4325499999
Power,CNOR,Hydrodam_PP_ex,2019-04-02 17:00:00,677069.44075
Power,CNOR,Hydrodam_PP_ex,2019-04-02 18:00:00,633698.45655
Power,CNOR,Hydrodam_PP_ex,2019-04-02 19:00:00,622251.0919
Power,CNOR,Hydrodam_PP_ex,2019-04-02 20:00:00,613484.79844
Power,CNOR,Hydrodam_PP_ex,2019-04-02 21:00:00,612690.82237
Power,CNOR,Hydrodam_PP_ex,2019-04-02 22:00:00,630741.74725
Power,CNOR,Hydrodam_PP_ex,2019-04-02 23:00:00,617806.70595
Power,CNOR,Hydrodam_PP_ex,2019-04-03 00:00:00,624181.45058
Power,CNOR,Hydrodam_PP_ex,2019-04-03 01:00:00,632069.96082
Power,CNOR,Hydrodam_PP_ex,2019-04-03 02:00:00,631472.4143000001
Power,CNOR,Hydrodam_PP_ex,2019-04-03 03:00:00,660231.7054399999
Power,CNOR,Hydrodam_PP_ex,2019-04-03 04:00:00,636759.49641
Power,CNOR,Hydrodam_PP_ex,2019-04-03 05:00:00,628273.03596
Power,CNOR,Hydrodam_PP_ex,2019-04-03 06:00:00,639356.9619
Power,CNOR,Hydrodam_PP_ex,2019-04-03 07:00:00,647938.02643
Power,CNOR,Hydrodam_PP_ex,2019-04-03 08:00:00,656186.68029
Power,CNOR,Hydrodam_PP_ex,2019-04-03 09:00:00,655438.91606
Power,CNOR,Hydrodam_PP_ex,2019-04-03 10:00:00,690576.0012299999
Power,CNOR,Hydrodam_PP_ex,2019-04-03 11:00:00,700837.71334
Power,CNOR,Hydrodam_PP_ex,2019-04-03 12:00:00,702718.52006
Power,CNOR,Hydrodam_PP_ex,2019-04-03 13:00:00,702868.38148
Power,CNOR,Hydrodam_PP_ex,2019-04-03 14:00:00,686117.87876
Power,CNOR,Hydrodam_PP_ex,2019-04-03 15:00:00,686291.88021
Power,CNOR,Hydrodam_PP_ex,2019-04-03 16:00:00,669958.85852
Power,CNOR,Hydrodam_PP_ex,2019-04-03 17:00:00,652447.78804
Power,CNOR,Hydrodam_PP_ex,2019-04-03 18:00:00,625156.47095
Power,CNOR,Hydrodam_PP_ex,2019-04-03 19:00:00,616657.76313
Power,CNOR,Hydrodam_PP_ex,2019-04-03 20:00:00,609338.04736
Power,CNOR,Hydrodam_PP_ex,2019-04-03 21:00:00,608703.57703
Power,CNOR,Hydrodam_PP_ex,2019-04-03 22:00:00,607123.96887
Power,CNOR,Hydrodam_PP_ex,2019-04-03 23:00:00,608588.30181
Power,CNOR,Hydroror_PP_ex,2019-04-01 00:00:00,215062.22751
Power,CNOR,Hydroror_PP_ex,2019-04-01 01:00:00,216765.31946
Power,CNOR,Hydroror_PP_ex,2019-04-01 02:00:00,216896.02352
Power,CNOR,Hydroror_PP_ex,2019-04-01 03:00:00,220996.90936
Power,CNOR,Hydroror_PP_ex,2019-04-01 04:00:00,225683.24725000001
Power,CNOR,Hydroror_PP_ex,2019-04-01 05:00:00,226747.34798
Power,CNOR,Hydroror_PP_ex,2019-04-01 06:00:00,226777.62227
Power,CNOR,Hydroror_PP_ex,2019-04-01 07:00:00,226503.0965
Power,CNOR,Hydroror_PP_ex,2019-04-01 08:00:00,226391.4438
Power,CNOR,Hydroror_PP_ex,2019-04-01 09:00:00,226831.13013
Power,CNOR,Hydroror_PP_ex,2019-04-01 10:00:00,235086.89513
Power,CNOR,Hydroror_PP_ex,2019-04-01 11:00:00,248432.63972
Power,CNOR,Hydroror_PP_ex,2019-04-01 12:00:00,270115.9177
Power,CNOR,Hydroror_PP_ex,2019-04-01 13:00:00,287046.25925
Power,CNOR,Hydroror_PP_ex,2019-04-01 14:00:00,281243.40025
Power,CNOR,Hydroror_PP_ex,2019-04-01 15:00:00,249048.58926
Power,CNOR,Hydroror_PP_ex,2019-04-01 16:00:00,243953.0399
Power,CNOR,Hydroror_PP_ex,2019-04-01 17:00:00,229270.65653
Power,CNOR,Hydroror_PP_ex,2019-04-01 18:00:00,226921.23721
