costs,locs,techs,timesteps,cost_var
co2,CNOR,CCGT_PP_ex,2019-04-01 00:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 01:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 02:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 03:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 04:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 05:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 06:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 07:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 08:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 09:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 10:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 11:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 12:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 13:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 14:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 15:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 16:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 17:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 18:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 19:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 20:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 21:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 22:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-01 23:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 00:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 01:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 02:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 03:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 04:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 05:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 06:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 07:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 08:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 09:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 10:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 11:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 12:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 13:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 14:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 15:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 16:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 17:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 18:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 19:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 20:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 21:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 22:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-02 23:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 00:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 01:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 02:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 03:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 04:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 05:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 06:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 07:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 08:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 09:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 10:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 11:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 12:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 13:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 14:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 15:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 16:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 17:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 18:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 19:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 20:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 21:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 22:00:00,0.0
co2,CNOR,CCGT_PP_ex,2019-04-03 23:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 00:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 01:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 02:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 03:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 04:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 05:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 06:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 07:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 08:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 09:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 10:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 11:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 12:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 13:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 14:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 15:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 16:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 17:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 18:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 19:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 20:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 21:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 22:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-01 23:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 00:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 01:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 02:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 03:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 04:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 05:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 06:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 07:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 08:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 09:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 10:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 11:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 12:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 13:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 14:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 15:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 16:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 17:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 18:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 19:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 20:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 21:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 22:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-02 23:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 00:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 01:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 02:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 03:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 04:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 05:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 06:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 07:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 08:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 09:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 10:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 11:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 12:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 13:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 14:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 15:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 16:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 17:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 18:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 19:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 20:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 21:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 22:00:00,0.0
co2,CNOR,Coal_PP_ex,2019-04-03 23:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 00:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 01:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 02:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 03:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 04:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 05:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 06:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 07:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 08:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 09:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 10:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 11:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 12:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 13:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 14:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 15:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 16:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 17:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 18:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 19:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 20:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 21:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 22:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-01 23:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 00:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 01:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 02:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 03:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 04:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 05:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 06:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 07:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 08:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 09:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 10:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 11:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 12:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 13:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 14:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 15:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 16:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 17:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 18:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 19:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 20:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 21:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 22:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-02 23:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 00:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 01:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 02:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 03:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 04:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 05:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 06:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 07:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 08:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 09:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 10:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 11:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 12:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 13:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 14:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 15:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 16:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 17:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 18:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 19:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 20:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 21:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 22:00:00,0.0
co2,CNOR,Geo_PP_ex,2019-04-03 23:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-01 00:00:00,244068.56117082012
co2,CNOR,Oil_PP_ex,2019-04-01 01:00:00,194049.78086826007
co2,CNOR,Oil_PP_ex,2019-04-01 02:00:00,172869.88153986
co2,CNOR,Oil_PP_ex,2019-04-01 03:00:00,134882.57695149002
co2,CNOR,Oil_PP_ex,2019-04-01 04:00:00,132892.6463029801
co2,CNOR,Oil_PP_ex,2019-04-01 05:00:00,182438.82245897996
co2,CNOR,Oil_PP_ex,2019-04-01 06:00:00,231844.96309878002
co2,CNOR,Oil_PP_ex,2019-04-01 07:00:00,109640.59493481
co2,CNOR,Oil_PP_ex,2019-04-01 08:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-01 09:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-01 10:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-01 11:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-01 12:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-01 13:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-01 14:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-01 15:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-01 16:00:00,97655.36148513002
co2,CNOR,Oil_PP_ex,2019-04-01 17:00:00,240195.54729141004
co2,CNOR,Oil_PP_ex,2019-04-01 18:00:00,470175.7799547901
co2,CNOR,Oil_PP_ex,2019-04-01 19:00:00,539446.3194362401
co2,CNOR,Oil_PP_ex,2019-04-01 20:00:00,419320.59409512
co2,CNOR,Oil_PP_ex,2019-04-01 21:00:00,313782.88502186997
co2,CNOR,Oil_PP_ex,2019-04-01 22:00:00,221289.12742716004
co2,CNOR,Oil_PP_ex,2019-04-01 23:00:00,120578.41959641996
co2,CNOR,Oil_PP_ex,2019-04-02 00:00:00,59616.52886024995
co2,CNOR,Oil_PP_ex,2019-04-02 01:00:00,13276.778475150015
co2,CNOR,Oil_PP_ex,2019-04-02 02:00:00,365.7785846399905
co2,CNOR,Oil_PP_ex,2019-04-02 03:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-02 04:00:00,15473.34241344
co2,CNOR,Oil_PP_ex,2019-04-02 05:00:00,53732.01051539994
co2,CNOR,Oil_PP_ex,2019-04-02 06:00:00,62932.36878846012
co2,CNOR,Oil_PP_ex,2019-04-02 07:00:00,58898.60804943005
co2,CNOR,Oil_PP_ex,2019-04-02 08:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-02 09:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-02 10:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-02 11:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-02 12:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-02 13:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-02 14:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-02 15:00:00,39928.12883937
co2,CNOR,Oil_PP_ex,2019-04-02 16:00:00,91011.56002713004
co2,CNOR,Oil_PP_ex,2019-04-02 17:00:00,208943.84277495006
co2,CNOR,Oil_PP_ex,2019-04-02 18:00:00,440727.64598358003
co2,CNOR,Oil_PP_ex,2019-04-02 19:00:00,518484.5686287001
co2,CNOR,Oil_PP_ex,2019-04-02 20:00:00,460986.62112252007
co2,CNOR,Oil_PP_ex,2019-04-02 21:00:00,355232.23689617997
co2,CNOR,Oil_PP_ex,2019-04-02 22:00:00,213107.56886591995
co2,CNOR,Oil_PP_ex,2019-04-02 23:00:00,120150.26634383999
co2,CNOR,Oil_PP_ex,2019-04-03 00:00:00,114060.96430668002
co2,CNOR,Oil_PP_ex,2019-04-03 01:00:00,91426.22388306001
co2,CNOR,Oil_PP_ex,2019-04-03 02:00:00,126547.2648957599
co2,CNOR,Oil_PP_ex,2019-04-03 03:00:00,162363.63744999003
co2,CNOR,Oil_PP_ex,2019-04-03 04:00:00,273345.84630909
co2,CNOR,Oil_PP_ex,2019-04-03 05:00:00,532900.4467920301
co2,CNOR,Oil_PP_ex,2019-04-03 06:00:00,776579.9841966601
co2,CNOR,Oil_PP_ex,2019-04-03 07:00:00,929508.62765256
co2,CNOR,Oil_PP_ex,2019-04-03 08:00:00,632592.37000845
co2,CNOR,Oil_PP_ex,2019-04-03 09:00:00,358553.13125328004
co2,CNOR,Oil_PP_ex,2019-04-03 10:00:00,103844.53915047
co2,CNOR,Oil_PP_ex,2019-04-03 11:00:00,0.0
co2,CNOR,Oil_PP_ex,2019-04-03 12:00:00,77102.24430105
co2,CNOR,Oil_PP_ex,2019-04-03 13:00:00,232446.3260490001
co2,CNOR,Oil_PP_ex,2019-04-03 14:00:00,265754.07042696007
co2,CNOR,Oil_PP_ex,2019-04-03 15:00:00,428552.4803127301
co2,CNOR,Oil_PP_ex,2019-04-03 16:00:00,588482.4663243
co2,CNOR,Oil_PP_ex,2019-04-03 17:00:00,790881.9734409301
co2,CNOR,Oil_PP_ex,2019-04-03 18:00:00,909994.92482286
co2,CNOR,Oil_PP_ex,2019-04-03 19:00:00,939067.6780457102
co2,CNOR,Oil_PP_ex,2019-04-03 20:00:00,800890.3048410901
co2,CNOR,Oil_PP_ex,2019-04-03 21:00:00,628456.0481363701
co2,CNOR,Oil_PP_ex,2019-04-03 22:00:00,484477.28579907
co2,CNOR,Oil_PP_ex,2019-04-03 23:00:00,354103.73319348006
co2,CNOR,Trans:CSUD,2019-04-01 00:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 01:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 02:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 03:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 04:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 05:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 06:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 07:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 08:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 09:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 10:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 11:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 12:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 13:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 14:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 15:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 16:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 17:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 18:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 19:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 20:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 21:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 22:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-01 23:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-02 00:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-02 01:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-02 02:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-02 03:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-02 04:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-02 05:00:00,0.0
co2,CNOR,Trans:CSUD,2019-04-02 06:00:00,0.0
